Protein	Neighborhood
RFNG	Secretory
RFT1	Secretory
RFTN1	Secretory
RFWD2	Nuclear
RFWD3	Unclassified
RFX1	Nuclear
RFX2	Cytosol
RFX3	Nuclear
RFX5	Nuclear
RFX7	Nuclear
RFXANK	Unclassified
RFXAP	Unclassified
RGL2	Cytosol
RGMB	Secretory
RGP1	Cytosol
RGPD3	Secretory
RGPD8	Nuclear
RGS10	Cytosol
RGS12	Cytosol
RGS17	Secretory
RGS19	Secretory
RGS20	Nuclear
RGS3	Cytosol
RGS7	Nuclear
RHBDD1	Secretory
RHBDD2	Secretory
RHBDD3	Secretory
RHBDF1	Secretory
RHBDF2	Secretory
RHCG	Unclassified
RHEB	Cytosol
RHOA	Cytosol
RHOB	Secretory
RHOBTB1	Cytosol
RHOBTB2	Secretory
RHOBTB3	Secretory
RHOC	Nuclear
RHOD	Secretory
RHOF	Secretory
RHOG	Secretory
RHOQ	Secretory
RHOT1	Mitochondria
RHOT2	Mitochondria
RHOU	Secretory
RHPN1	Cytosol
RHPN2	Cytosol
RIBC2	Unclassified
RIC8A	Cytosol
RIC8B	Cytosol
RICTOR	Cytosol
RIF1	Nuclear
RILPL1	Cytosol
RIN1	Cytosol
RIN2	Cytosol
RIN3	Cytosol
RING1	Nuclear
RINT1	Secretory
RIOK1	Cytosol
RIOK2	Cytosol
RIOK3	Cytosol
RIPK1	Cytosol
RIPK2	Cytosol
RIPK4	Unclassified
RIPPLY3	Unclassified
RIT1	Cytosol
RITA1	Secretory
RLF	Nuclear
RLIM	Nuclear
RLTPR	Cytosol
RMDN1	Nuclear
RMDN2	Mitochondria
RMDN3	Mitochondria
RMI1	Nuclear
RMI2	Cytosol
RMND1	Mitochondria
RMND5A	Cytosol
RMND5B	Cytosol
RNASE1	Nuclear
RNASE4	Cytosol
RNASEH1	Nuclear
RNASEH2A	Cytosol
RNASEH2B	Nuclear
RNASEH2C	Nuclear
RNASEL	Cytosol
RNASET2	Nuclear
RND3	Secretory
RNF10	Unclassified
RNF11	Secretory
RNF111	Nuclear
RNF113A	Nuclear
RNF114	Cytosol
RNF121	Secretory
RNF123	Cytosol
RNF126	Cytosol
RNF13	Secretory
RNF130	Secretory
RNF135	Cytosol
RNF138	Nuclear
RNF139	Secretory
RNF14	Cytosol
RNF141	Cytosol
RNF144B	Cytosol
RNF145	Secretory
RNF146	Cytosol
RNF149	Secretory
RNF150	Cytosol
RNF166	Cytosol
RNF167	Secretory
RNF168	Nuclear
RNF169	Nuclear
RNF170	Secretory
RNF181	Cytosol
RNF185	Secretory
RNF187	Cytosol
RNF19A	Secretory
RNF19B	Unclassified
RNF2	Nuclear
RNF20	Nuclear
RNF213	Cytosol
RNF214	Cytosol
RNF216	Nuclear
RNF219	Nuclear
RNF220	Nuclear
RNF223	Secretory
RNF24	Secretory
RNF25	Cytosol
RNF26	Secretory
RNF31	Cytosol
RNF34	Cytosol
RNF4	Nuclear
RNF40	Nuclear
RNF41	Cytosol
RNF44	Cytosol
RNF5	Secretory
RNF6	Nuclear
RNF7	Cytosol
RNF8	Nuclear
RNFT1	Secretory
RNFT2	Secretory
RNGTT	Nuclear
RNH1	Cytosol
RNLS	Cytosol
RNMT	Nuclear
RNMTL1	Secretory
RNPC3	Nuclear
RNPEP	Cytosol
RNPEPL1	Cytosol
RNPS1	Nuclear
ROBO1	Secretory
ROCK1	Cytosol
ROCK2	Cytosol
ROGDI	Cytosol
ROMO1	Mitochondria
RP2	Secretory
RP9	Nuclear
RPA1	Nuclear
RPA2	Nuclear
RPA3	Nuclear
RPA3-AS1	Cytosol
RPAIN	Nuclear
RPAP1	Cytosol
RPAP2	Cytosol
RPAP3	Cytosol
RPE	Cytosol
RPF1	Nuclear
RPF2	Nuclear
RPGR	Cytosol
RPH3AL	Unclassified
RPIA	Cytosol
RPL10	Nuclear
RPL10A	Nuclear
RPL11	Nuclear
RPL12	Nuclear
RPL13	Nuclear
RPL13A	Nuclear
RPL14	Nuclear
RPL15	Nuclear
RPL18	Nuclear
RPL18A	Nuclear
RPL19	Nuclear
RPL21	Nuclear
RPL22	Nuclear
RPL22L1	Unclassified
RPL23	Secretory
RPL23A	Nuclear
RPL24	Nuclear
RPL26	Nuclear
RPL26L1	Nuclear
RPL27	Nuclear
RPL27A	Nuclear
RPL28	Nuclear
RPL29	Nuclear
RPL3	Nuclear
RPL30	Nuclear
RPL31	Nuclear
RPL32	Nuclear
RPL34	Nuclear
RPL35	Nuclear
RPL35A	Nuclear
RPL36	Nuclear
RPL36AL	Nuclear
RPL37	Nuclear
RPL37A	Nuclear
RPL38	Secretory
RPL3L	Nuclear
RPL4	Nuclear
RPL5	Nuclear
RPL6	Nuclear
RPL7	Nuclear
RPL7A	Nuclear
RPL7L1	Nuclear
RPL8	Nuclear
RPL9	Nuclear
RPLP0	Nuclear
RPLP1	Nuclear
RPLP2	Nuclear
RPN1	Secretory
RPN2	Secretory
RPP14	Nuclear
RPP21	Nuclear
RPP25	Nuclear
RPP25L	Nuclear
RPP30	Nuclear
RPP38	Nuclear
RPP40	Nuclear
RPRD1A	Nuclear
RPRD1B	Nuclear
RPRD2	Nuclear
RPS10	Nuclear
RPS11	Nuclear
RPS12	Nuclear
RPS13	Nuclear
RPS14	Nuclear
RPS15	Nuclear
RPS15A	Nuclear
RPS16	Nuclear
RPS18	Nuclear
RPS19	Nuclear
RPS19BP1	Nuclear
RPS2	Nuclear
RPS20	Nuclear
RPS21	Nuclear
RPS23	Nuclear
RPS24	Nuclear
RPS25	Nuclear
RPS26	Nuclear
RPS27	Secretory
RPS27A	Nuclear
RPS27L	Secretory
RPS28	Nuclear
RPS29	Nuclear
RPS3	Nuclear
RPS3A	Nuclear
RPS4X	Nuclear
RPS5	Nuclear
RPS6	Nuclear
RPS6KA1	Cytosol
RPS6KA3	Cytosol
RPS6KA4	Nuclear
RPS6KA5	Nuclear
RPS6KA6	Unclassified
RPS6KB1	Cytosol
RPS6KB2	Cytosol
RPS6KC1	Cytosol
RPS7	Nuclear
RPS8	Nuclear
RPSA	Nuclear
RPTOR	Unclassified
RPUSD1	Cytosol
RPUSD2	Nuclear
RPUSD3	Unclassified
RPUSD4	Secretory
RQCD1	Nuclear
RRAGA	Secretory
RRAGC	Unclassified
RRAGD	Cytosol
RRAS	Secretory
RRAS2	Secretory
RRBP1	Secretory
RREB1	Nuclear
RRM1	Cytosol
RRM2	Cytosol
RRM2B	Cytosol
RRN3	Cytosol
RRNAD1	Cytosol
RRP1	Nuclear
RRP12	Nuclear
RRP15	Nuclear
RRP1B	Nuclear
RRP36	Nuclear
RRP7A	Nuclear
RRP8	Nuclear
RRP9	Nuclear
RRS1	Nuclear
RSAD1	Mitochondria
RSBN1	Nuclear
RSBN1L	Nuclear
RSF1	Nuclear
RSL1D1	Nuclear
RSL24D1	Nuclear
RSPH1	Cytosol
RSPRY1	Secretory
RSRC1	Nuclear
RSRC2	Nuclear
RSU1	Cytosol
RTCA	Cytosol
RTCB	Nuclear
RTF1	Nuclear
RTFDC1	Nuclear
RTKN	Cytosol
RTL1	Cytosol
RTN1	Secretory
RTN2	Secretory
RTN3	Secretory
RTN4	Secretory
RTN4IP1	Mitochondria
RTN4R	Secretory
RTN4RL1	Secretory
RTN4RL2	Secretory
RTTN	Cytosol
RUFY1	Cytosol
RUFY2	Unclassified
RUFY3	Cytosol
RUNDC1	Secretory
RUNDC3B	Secretory
RUNX1	Unclassified
RUNX2	Cytosol
RUSC1	Secretory
RUVBL1	Cytosol
RUVBL2	Cytosol
RWDD1	Cytosol
RWDD2A	Cytosol
RWDD2B	Cytosol
RWDD3	Cytosol
RWDD4	Cytosol
RXRA	Nuclear
RXRB	Nuclear
RYBP	Nuclear
RYK	Secretory
S100A10	Cytosol
S100A11	Cytosol
S100A13	Cytosol
S100A14	Unclassified
S100A16	Cytosol
S100A2	Cytosol
S100A4	Cytosol
S100A6	Cytosol
S100A7	Unclassified
S100A8	Unclassified
S100A9	Cytosol
S100P	Cytosol
S100PBP	Nuclear
S1PR2	Secretory
S1PR3	Secretory
SAAL1	Nuclear
SAC3D1	Cytosol
SACM1L	Secretory
SACS	Cytosol
SAE1	Nuclear
SAFB	Nuclear
SAFB2	Nuclear
SAG	Unclassified
SALL2	Nuclear
SAMD1	Nuclear
SAMD11	Cytosol
SAMD12	Cytosol
SAMD15	Cytosol
SAMD4A	Unclassified
SAMD4B	Unclassified
SAMD8	Secretory
SAMD9	Cytosol
SAMHD1	Nuclear
SAMM50	Mitochondria
SAP130	Nuclear
SAP18	Nuclear
SAP30	Nuclear
SAP30BP	Nuclear
SAP30L	Nuclear
SAPCD2	Cytosol
SAR1A	Cytosol
SAR1B	Cytosol
SARS	Cytosol
SARS2	Unclassified
SART1	Nuclear
SART3	Nuclear
SASH1	Cytosol
SASS6	Cytosol
SAT2	Cytosol
SATB2	Nuclear
SAV1	Unclassified
SAYSD1	Secretory
SBDS	Cytosol
SBF1	Unclassified
SBF2	Unclassified
SBNO1	Nuclear
SBNO2	Nuclear
SBSN	Unclassified
SC5D	Secretory
SCAF1	Nuclear
SCAF11	Nuclear
SCAF4	Nuclear
SCAF8	Nuclear
SCAI	Nuclear
SCAMP1	Secretory
SCAMP2	Secretory
SCAMP3	Secretory
SCAMP4	Secretory
SCAMP5	Secretory
SCAND1	Nuclear
SCAP	Secretory
SCAPER	Nuclear
SCARA3	Secretory
SCARB1	Secretory
SCARB2	Secretory
SCCPDH	Mitochondria
SCD	Secretory
SCD5	Secretory
SCFD1	Secretory
SCFD2	Secretory
SCGB2A1	Mitochondria
SCIN	Cytosol
SCLT1	Cytosol
SCLY	Nuclear
SCMH1	Nuclear
SCML2	Nuclear
SCN1B	Secretory
SCN7A	Cytosol
SCNM1	Nuclear
SCNN1A	Secretory
SCO1	Mitochondria
SCO2	Mitochondria
SCOC	Cytosol
SCP2	Secretory
SCPEP1	Unclassified
SCRIB	Mitochondria
SCRN1	Cytosol
SCRN2	Cytosol
SCRN3	Cytosol
SCUBE2	Secretory
SCYL1	Cytosol
SCYL2	Cytosol
SCYL3	Unclassified
SDAD1	Nuclear
SDC1	Secretory
SDC2	Secretory
SDC3	Secretory
SDC4	Secretory
SDCBP	Cytosol
SDCBP2	Cytosol
SDCCAG3	Nuclear
SDCCAG8	Cytosol
SDE2	Nuclear
SDF2	Secretory
SDF2L1	Secretory
SDF4	Secretory
SDHA	Mitochondria
SDHAF1	Unclassified
SDHB	Mitochondria
SDHC	Unclassified
SDK1	Secretory
SDK2	Secretory
SDR16C5	Secretory
SDR39U1	Mitochondria
SDSL	Cytosol
SEBOX	Secretory
SEC11A	Secretory
SEC11C	Unclassified
SEC13	Cytosol
SEC14L1	Cytosol
SEC14L2	Cytosol
SEC16A	Cytosol
SEC22A	Secretory
SEC22C	Secretory
SEC23A	Unclassified
SEC23B	Cytosol
SEC23IP	Cytosol
SEC24A	Cytosol
SEC24B	Cytosol
SEC24C	Cytosol
SEC24D	Cytosol
SEC31A	Cytosol
SEC61A1	Unclassified
SEC61A2	Unclassified
SEC61B	Secretory
SEC61G	Unclassified
SEC62	Secretory
SEC63	Secretory
SECISBP2	Nuclear
SECISBP2L	Nuclear
SEH1L	Unclassified
SEL1L	Secretory
SEL1L3	Cytosol
SELENBP1	Cytosol
SELL	Unclassified
SEMA3B	Secretory
SEMA3C	Secretory
SEMA3D	Secretory
SEMA3E	Secretory
SEMA3F	Secretory
SEMA4B	Secretory
SEMA4C	Secretory
SEMA4D	Secretory
SEMA4F	Unclassified
SEMA5A	Secretory
SEMA6A	Cytosol
SEMA6B	Secretory
SEMA7A	Secretory
SENP1	Nuclear
SENP2	Unclassified
SENP3	Nuclear
SENP5	Nuclear
SENP6	Nuclear
SENP7	Nuclear
SENP8	Cytosol
SEPHS1	Nuclear
SEPHS2	Cytosol
SEPN1	Secretory
SEPSECS	Cytosol
10-Sep	Cytosol
11-Sep	Cytosol
2-Sep	Cytosol
3-Sep	Cytosol
5-Sep	Cytosol
6-Sep	Cytosol
7-Sep	Cytosol
8-Sep	Cytosol
9-Sep	Cytosol
SERAC1	Unclassified
SERBP1	Nuclear
SERF2	Cytosol
SERGEF	Cytosol
SERINC1	Secretory
SERINC3	Secretory
SERINC5	Secretory
SERPINA1	Unclassified
SERPINA10	Cytosol
SERPINA3	Unclassified
SERPINA4	Cytosol
SERPINA6	Cytosol
SERPINA7	Cytosol
SERPINB1	Cytosol
SERPINB12	Unclassified
SERPINB2	Unclassified
SERPINB3	Unclassified
SERPINB5	Cytosol
SERPINB6	Cytosol
SERPINB7	Nuclear
SERPINB8	Cytosol
SERPINB9	Cytosol
SERPINC1	Cytosol
SERPIND1	Cytosol
SERPINE2	Secretory
SERPINF1	Cytosol
SERPINF2	Unclassified
SERPING1	Cytosol
SERPINH1	Unclassified
SESN1	Cytosol
SESN2	Cytosol
SESTD1	Cytosol
SET	Nuclear
SETBP1	Nuclear
SETD1A	Nuclear
SETD1B	Nuclear
SETD2	Nuclear
SETD3	Cytosol
SETD4	Cytosol
SETD5	Nuclear
SETD6	Unclassified
SETD7	Cytosol
SETD8	Nuclear
SETD9	Mitochondria
SETDB1	Cytosol
SETDB2	Nuclear
SETMAR	Nuclear
SETX	Nuclear
SEZ6L2	Secretory
SF1	Nuclear
SF3A1	Nuclear
SF3A2	Nuclear
SF3A3	Nuclear
SF3B1	Nuclear
SF3B2	Nuclear
SF3B3	Unclassified
SF3B4	Nuclear
SF3B5	Nuclear
SFI1	Secretory
SFMBT1	Nuclear
SFMBT2	Nuclear
SFN	Cytosol
SFPQ	Nuclear
SFR1	Nuclear
SFSWAP	Nuclear
SFT2D1	Unclassified
SFT2D2	Secretory
SFT2D3	Secretory
SFXN1	Mitochondria
SFXN2	Mitochondria
SFXN3	Mitochondria
SFXN4	Mitochondria
SFXN5	Mitochondria
SGCB	Secretory
SGK1	Nuclear
SGMS1	Secretory
SGMS2	Secretory
SGOL1	Nuclear
SGOL2	Nuclear
SGPL1	Secretory
SGPP1	Secretory
SGSH	Secretory
SGSM2	Cytosol
SGSM3	Secretory
SGTA	Cytosol
SGTB	Cytosol
SH2B1	Cytosol
SH2B2	Cytosol
SH2D3A	Cytosol
SH2D4A	Cytosol
SH3BGR	Cytosol
SH3BGRL	Cytosol
SH3BGRL2	Cytosol
SH3BGRL3	Cytosol
SH3BP1	Cytosol
SH3BP2	Cytosol
SH3BP4	Secretory
SH3BP5	Cytosol
SH3BP5L	Cytosol
SH3D19	Cytosol
SH3GL1	Cytosol
SH3GLB1	Cytosol
SH3GLB2	Cytosol
SH3KBP1	Cytosol
SH3PXD2B	Cytosol
SH3RF1	Cytosol
SH3RF2	Unclassified
SH3YL1	Cytosol
SHARPIN	Cytosol
SHB	Cytosol
SHC1	Cytosol
SHCBP1	Cytosol
SHFM1	Nuclear
SHH	Unclassified
SHISA2	Secretory
SHISA4	Secretory
SHISA5	Secretory
SHISA9	Secretory
SHKBP1	Cytosol
SHMT1	Cytosol
SHMT2	Mitochondria
SHOC2	Unclassified
SHPRH	Nuclear
SHQ1	Cytosol
SHROOM1	Cytosol
SHROOM2	Nuclear
SHROOM3	Nuclear
SIAE	Secretory
SIAH1	Cytosol
SIAH2	Cytosol
SIDT1	Secretory
SIDT2	Secretory
SIGIRR	Secretory
SIGMAR1	Unclassified
SIK1	Cytosol
SIK2	Cytosol
SIK3	Cytosol
SIKE1	Cytosol
SIL1	Secretory
SIMC1	Unclassified
SIN3A	Nuclear
SIN3B	Nuclear
SIPA1	Cytosol
SIPA1L1	Secretory
SIPA1L2	Secretory
SIPA1L3	Secretory
SIRPA	Secretory
SIRT1	Nuclear
SIRT2	Cytosol
SIRT3	Mitochondria
SIRT5	Cytosol
SIRT6	Nuclear
SIRT7	Nuclear
SIVA1	Nuclear
SIX1	Secretory
SIX4	Nuclear
SIX5	Nuclear
SKA1	Cytosol
SKA2	Cytosol
SKA3	Cytosol
SKAP2	Cytosol
SKI	Nuclear
SKIL	Nuclear
SKIV2L	Cytosol
SKIV2L2	Nuclear
SKP1	Cytosol
SKP2	Nuclear
SLAIN1	Unclassified
SLAIN2	Cytosol
SLBP	Nuclear
SLC10A3	Secretory
SLC10A7	Secretory
SLC11A2	Secretory
SLC12A2	Secretory
SLC12A4	Secretory
SLC12A5	Secretory
SLC12A6	Secretory
SLC12A7	Secretory
SLC12A8	Secretory
SLC12A9	Secretory
SLC14A1	Secretory
SLC15A4	Secretory
SLC16A1	Secretory
SLC16A14	Secretory
SLC16A2	Secretory
SLC16A3	Secretory
SLC16A6	Secretory
SLC16A7	Secretory
SLC17A5	Secretory
SLC19A1	Secretory
SLC19A2	Secretory
SLC1A1	Secretory
SLC1A2	Secretory
SLC1A3	Secretory
SLC1A4	Secretory
SLC1A5	Secretory
SLC20A1	Secretory
SLC20A2	Secretory
SLC22A17	Secretory
SLC22A18	Secretory
SLC22A23	Secretory
SLC22A4	Secretory
SLC22A5	Secretory
SLC23A2	Secretory
SLC24A1	Secretory
SLC24A3	Secretory
SLC25A1	Mitochondria
SLC25A10	Mitochondria
SLC25A11	Mitochondria
SLC25A12	Mitochondria
SLC25A13	Mitochondria
SLC25A14	Mitochondria
SLC25A15	Mitochondria
SLC25A16	Mitochondria
SLC25A17	Secretory
SLC25A19	Mitochondria
SLC25A20	Mitochondria
SLC25A21	Mitochondria
SLC25A22	Mitochondria
SLC25A23	Mitochondria
SLC25A24	Mitochondria
SLC25A25	Mitochondria
SLC25A26	Mitochondria
SLC25A28	Mitochondria
SLC25A29	Mitochondria
SLC25A3	Mitochondria
SLC25A30	Mitochondria
SLC25A32	Mitochondria
SLC25A33	Mitochondria
SLC25A35	Mitochondria
SLC25A36	Mitochondria
SLC25A38	Unclassified
SLC25A39	Mitochondria
SLC25A4	Mitochondria
SLC25A40	Mitochondria
SLC25A42	Mitochondria
SLC25A44	Mitochondria
SLC25A46	Mitochondria
SLC25A5	Mitochondria
SLC25A52	Mitochondria
SLC25A6	Mitochondria
SLC26A11	Secretory
SLC26A2	Secretory
SLC26A6	Secretory
SLC27A1	Secretory
SLC27A2	Secretory
SLC27A3	Secretory
SLC27A4	Secretory
SLC29A1	Secretory
SLC29A2	Secretory
SLC29A3	Secretory
SLC2A1	Secretory
SLC2A10	Secretory
SLC2A12	Secretory
SLC2A13	Secretory
SLC2A4	Secretory
SLC2A4RG	Unclassified
SLC2A6	Secretory
SLC2A8	Secretory
SLC30A1	Secretory
SLC30A3	Secretory
SLC30A4	Unclassified
SLC30A5	Secretory
SLC30A6	Secretory
SLC30A7	Secretory
SLC30A9	Mitochondria
SLC31A1	Secretory
SLC31A2	Unclassified
SLC33A1	Secretory
SLC34A3	Secretory
SLC35A1	Secretory
SLC35A2	Secretory
SLC35A3	Secretory
SLC35A5	Secretory
SLC35B1	Secretory
SLC35B2	Secretory
SLC35B3	Secretory
SLC35C1	Secretory
SLC35C2	Secretory
SLC35D1	Secretory
SLC35D2	Unclassified
SLC35E1	Secretory
SLC35E2B	Unclassified
SLC35E3	Secretory
SLC35E4	Secretory
SLC35F2	Secretory
SLC35F5	Secretory
SLC35F6	Secretory
SLC36A1	Unclassified
SLC36A4	Secretory
SLC37A1	Secretory
SLC37A3	Unclassified
SLC37A4	Secretory
SLC38A1	Secretory
SLC38A10	Secretory
SLC38A2	Secretory
SLC38A6	Unclassified
SLC38A7	Secretory
SLC38A9	Secretory
SLC39A1	Secretory
SLC39A10	Secretory
SLC39A11	Secretory
SLC39A13	Secretory
SLC39A14	Secretory
SLC39A3	Secretory
SLC39A6	Secretory
SLC39A7	Secretory
SLC39A8	Secretory
SLC39A9	Unclassified
SLC3A2	Secretory
SLC40A1	Nuclear
SLC41A1	Secretory
SLC41A2	Secretory
SLC41A3	Secretory
SLC43A1	Unclassified
SLC43A2	Secretory
SLC44A1	Secretory
SLC44A2	Secretory
SLC45A3	Unclassified
SLC45A4	Secretory
SLC46A1	Secretory
SLC46A3	Secretory
SLC47A1	Secretory
SLC48A1	Secretory
SLC4A10	Unclassified
SLC4A11	Secretory
SLC4A1AP	Nuclear
SLC4A2	Secretory
SLC4A7	Secretory
SLC4A8	Unclassified
SLC50A1	Unclassified
SLC52A2	Unclassified
SLC5A6	Secretory
SLC6A6	Secretory
SLC6A8	Secretory
SLC6A9	Secretory
SLC7A1	Secretory
SLC7A11	Secretory
SLC7A2	Secretory
SLC7A5	Secretory
SLC7A6	Secretory
SLC7A6OS	Cytosol
SLC8A1	Secretory
SLC8B1	Secretory
SLC9A1	Secretory
SLC9A2	Secretory
SLC9A3R1	Cytosol
SLC9A3R2	Secretory
SLC9A6	Secretory
SLC9A7	Secretory
SLC9A8	Secretory
SLCO3A1	Secretory
SLCO4A1	Secretory
SLCO4C1	Secretory
SLFN11	Nuclear
SLFN5	Nuclear
SLIRP	Mitochondria
SLIT2	Secretory
SLITRK6	Secretory
SLK	Cytosol
SLMAP	Secretory
SLMO2	Unclassified
SLPI	Cytosol
SLTM	Nuclear
SLU7	Nuclear
SLX4	Nuclear
SLX4IP	Nuclear
SMAD1	Cytosol
SMAD2	Cytosol
SMAD3	Cytosol
SMAD4	Cytosol
SMAD5	Cytosol
SMAD6	Secretory
SMAGP	Unclassified
SMAP1	Cytosol
SMAP2	Cytosol
SMARCA1	Nuclear
SMARCA2	Nuclear
SMARCA4	Nuclear
SMARCA5	Nuclear
SMARCAD1	Nuclear
SMARCAL1	Nuclear
SMARCB1	Nuclear
SMARCC1	Nuclear
SMARCC2	Nuclear
SMARCD1	Nuclear
SMARCD2	Nuclear
SMARCE1	Nuclear
SMC1A	Nuclear
SMC2	Cytosol
SMC3	Nuclear
SMC4	Cytosol
SMC5	Nuclear
SMC6	Nuclear
SMCHD1	Nuclear
SMCR8	Cytosol
SMDT1	Mitochondria
SMEK1	Nuclear
SMEK2	Nuclear
SMG1	Cytosol
SMG5	Cytosol
SMG6	Secretory
SMG7	Cytosol
SMG8	Cytosol
SMG9	Cytosol
SMIM1	Unclassified
SMIM12	Mitochondria
SMIM13	Unclassified
SMIM14	Secretory
SMIM19	Secretory
SMIM20	Unclassified
SMIM22	Secretory
SMIM4	Mitochondria
SMIM8	Cytosol
SMNDC1	Nuclear
SMPD1	Secretory
SMPD2	Secretory
SMPD4	Secretory
SMPDL3A	Unclassified
SMPDL3B	Secretory
SMS	Cytosol
SMTN	Unclassified
SMTNL2	Unclassified
SMU1	Nuclear
SMUG1	Cytosol
SMURF1	Cytosol
SMURF2	Cytosol
SMYD2	Cytosol
SMYD3	Cytosol
SMYD4	Cytosol
SMYD5	Cytosol
SNAP23	Secretory
SNAP25	Nuclear
SNAP29	Cytosol
SNAP47	Secretory
SNAPC1	Nuclear
SNAPC2	Nuclear
SNAPC3	Nuclear
SNAPC4	Nuclear
SNAPC5	Unclassified
SNAPIN	Cytosol
SND1	Cytosol
SNF8	Cytosol
SNIP1	Nuclear
SNN	Secretory
SNRK	Cytosol
SNRNP200	Nuclear
SNRNP25	Cytosol
SNRNP27	Nuclear
SNRNP35	Nuclear
SNRNP40	Nuclear
SNRNP48	Nuclear
SNRNP70	Nuclear
SNRPA	Nuclear
SNRPA1	Nuclear
SNRPB	Nuclear
SNRPB2	Nuclear
SNRPC	Nuclear
SNRPD1	Nuclear
SNRPD2	Nuclear
SNRPD3	Nuclear
SNRPE	Nuclear
SNRPF	Nuclear
SNRPG	Nuclear
SNTB2	Mitochondria
SNUPN	Cytosol
SNW1	Nuclear
SNX1	Cytosol
SNX10	Cytosol
SNX11	Secretory
SNX12	Cytosol
SNX13	Secretory
SNX14	Secretory
SNX15	Cytosol
SNX16	Unclassified
SNX17	Cytosol
SNX18	Cytosol
SNX19	Secretory
SNX2	Cytosol
SNX21	Unclassified
SNX24	Cytosol
SNX25	Secretory
SNX27	Cytosol
SNX29	Cytosol
SNX3	Cytosol
SNX30	Secretory
SNX32	Unclassified
SNX33	Cytosol
SNX4	Secretory
SNX5	Cytosol
SNX6	Cytosol
SNX7	Unclassified
SNX8	Cytosol
SNX9	Cytosol
SOAT1	Secretory
SOBP	Nuclear
SOCS1	Unclassified
SOCS2	Cytosol
SOCS6	Cytosol
SOCS7	Nuclear
SOD1	Cytosol
SOD2	Mitochondria
SOGA1	Secretory
SOGA2	Secretory
SON	Nuclear
SORBS1	Cytosol
SORBS3	Cytosol
SORCS1	Unclassified
SORCS2	Secretory
SORD	Cytosol
SORL1	Secretory
SORT1	Secretory
SOS1	Cytosol
SOS2	Cytosol
SOWAHB	Unclassified
SOWAHC	Cytosol
SOX11	Nuclear
SOX12	Nuclear
SOX13	Nuclear
SOX18	Cytosol
SOX2	Nuclear
SOX3	Cytosol
SOX4	Nuclear
SOX9	Nuclear
SP1	Nuclear
SP100	Nuclear
SP110	Nuclear
SP140L	Cytosol
SP2	Nuclear
SP3	Nuclear
SP4	Nuclear
SP6	Nuclear
SPA17	Cytosol
SPAG1	Cytosol
SPAG4	Secretory
SPAG5	Cytosol
SPAG7	Nuclear
SPAG9	Cytosol
SPARCL1	Unclassified
SPAST	Cytosol
SPATA13	Unclassified
SPATA18	Unclassified
SPATA2	Cytosol
SPATA20	Mitochondria
SPATA2L	Cytosol
SPATA33	Cytosol
SPATA5	Cytosol
SPATA5L1	Cytosol
SPATA7	Unclassified
SPATS2	Nuclear
SPATS2L	Nuclear
SPC24	Cytosol
SPC25	Cytosol
SPCS1	Secretory
SPCS2	Secretory
SPCS3	Secretory
SPDEF	Nuclear
SPDL1	Cytosol
SPECC1	Secretory
SPECC1L	Cytosol
SPEF2	Cytosol
SPEG	Secretory
SPEN	Nuclear
SPG11	Cytosol
SPG20	Cytosol
SPG21	Unclassified
SPG7	Mitochondria
SPHK2	Secretory
SPICE1	Secretory
SPIDR	Nuclear
SPIN1	Nuclear
SPIN3	Cytosol
SPIN4	Nuclear
SPINT1	Secretory
SPINT2	Secretory
SPIRE1	Secretory
SPIRE2	Cytosol
SPNS1	Secretory
SPNS2	Secretory
SPOCK1	Secretory
SPON1	Secretory
SPOP	Nuclear
SPOPL	Nuclear
SPPL2A	Secretory
SPPL3	Secretory
SPR	Cytosol
SPRED1	Secretory
SPRED2	Secretory
SPRR3	Cytosol
SPRTN	Nuclear
SPRY1	Secretory
SPRY2	Nuclear
SPRY4	Secretory
SPRYD3	Secretory
SPRYD4	Mitochondria
SPRYD7	Secretory
SPSB2	Cytosol
SPSB3	Unclassified
SPTA1	Cytosol
SPTAN1	Nuclear
SPTB	Unclassified
SPTBN1	Nuclear
SPTBN2	Nuclear
SPTBN4	Unclassified
SPTLC1	Secretory
SPTLC2	Secretory
SPTSSB	Secretory
SPTY2D1	Nuclear
SQLE	Secretory
SQRDL	Mitochondria
SQSTM1	Secretory
SRA1	Cytosol
SRBD1	Nuclear
SRC	Secretory
SRCAP	Nuclear
SRCIN1	Secretory
SRD5A3	Nuclear
SREBF1	Secretory
SREBF2	Secretory
SREK1	Nuclear
SREK1IP1	Nuclear
SRF	Nuclear
SRFBP1	Nuclear
SRGAP1	Cytosol
SRGAP2	Unclassified
SRI	Cytosol
SRM	Cytosol
SRP14	Nuclear
SRP19	Cytosol
SRP54	Cytosol
SRP68	Cytosol
SRP72	Cytosol
SRP9	Nuclear
SRPK1	Nuclear
SRPK2	Nuclear
SRPR	Secretory
SRPRB	Secretory
SRR	Cytosol
SRRD	Cytosol
SRRM1	Nuclear
SRRM2	Nuclear
SRRT	Nuclear
SRSF1	Nuclear
SRSF11	Nuclear
SRSF2	Nuclear
SRSF3	Nuclear
SRSF4	Nuclear
SRSF5	Nuclear
SRSF6	Nuclear
SRSF7	Nuclear
SRSF9	Nuclear
SRXN1	Cytosol
SS18	Unclassified
SS18L1	Nuclear
SS18L2	Nuclear
SSB	Nuclear
SSBP1	Mitochondria
SSBP2	Nuclear
SSBP3	Nuclear
